name,score,raw_score,evidence_gate_status,target_universe_type,county,sector,gics_industry_group,source_confidence_label,next_action,report_href
Established Highly Profitable Newsagent South Dublin,30.0,42.0,research_needed,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-established-highly-profitable-newsagent-south-dublin-dublin/ic_draft.html
Established Online Fashion Retailer With Loyal Customer Base,30.0,42.0,research_needed,advertised_sale_listing,Dublin,Business Services,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-established-online-fashion-retailer-with-loyal-customer-base-dublin/ic_draft.html
Leading Medical Training Company In Dublin,30.0,42.0,research_needed,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-leading-medical-training-in-dublin-dublin/ic_draft.html
Medical Aesthetic Clinic,30.0,42.0,research_needed,advertised_sale_listing,Dublin,Business Services,Health Care Equipment & Services,live listing,defer_until_new_evidence,ic_packs/name-county-medical-aesthetic-clinic-dublin/ic_draft.html
A. O'TOOLE (CONFECTIONERS) LIMITED,24.4,24.4,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-72100/watch_note.md
Bonordic in Dublin,23.6,23.6,discard,advertised_sale_listing,Dublin,Retail & Consumer,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-bonordic-in-dublin-dublin/watch_note.md
Brian Tracy Solutions Leadership & Sales Training Consultancy in Galway,23.6,23.6,discard,advertised_sale_listing,Galway,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-brian-tracy-solutions-leadership-sales-training-consultancy-in-galway-galway/watch_note.md
Brian Tracy Solutions Leadership & Sales Training Consultancy in Swords,23.6,23.6,discard,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-brian-tracy-solutions-leadership-sales-training-consultancy-in-swords-dublin/watch_note.md
Energie fitness in Dublin,23.6,23.6,discard,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-energie-fitness-in-dublin-dublin/watch_note.md
Energie fitness in Swords,23.6,23.6,discard,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-energie-fitness-in-swords-dublin/watch_note.md
Young Engineers Franchise in Dublin,23.6,23.6,discard,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-young-engineers-franchise-in-dublin-dublin/watch_note.md
(POLYCRAFTS IRELAND LIMITED) OLL CHEARD EIRE TEORANTA,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-106973/watch_note.md
2TYPE3 SUSTAINABILITY PARTNERS LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-462330/watch_note.md
36 O'CONNELL STREET MANAGEMENT LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-360393/watch_note.md
3D VENTURES LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-470032/watch_note.md
A & M. DISTRIBUTORS LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-226593/watch_note.md
A & P AVIATION LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-189250/watch_note.md
A. B. C. CUISINES LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-58944/watch_note.md
A. G. FEED LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-347425/watch_note.md
A. K. D. LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-75533/watch_note.md
A. LOOK LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-322344/watch_note.md
A.1. DEV CHIMNEY CO. LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-346214/watch_note.md
A.B.V.G. (A BRIGHTER VISION GENERALLY) LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-465159/watch_note.md
A.E.R. LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-240545/watch_note.md
A.M. & D. LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-214417/watch_note.md
A.M.T. GALWAY LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-162537/watch_note.md
GARDEN LEISURE PRODUCTS LIMITED/TROSCAN GHAIRDINI TEORANTA,23.1,23.1,discard,operating_sme,Galway,,"Food, Beverage & Tobacco",verified profile,defer_until_new_evidence,ic_packs/cro-157217/watch_note.md
GARDEN PRIDE TOOL HIRE LIMITED,23.1,23.1,discard,operating_sme,Galway,,"Food, Beverage & Tobacco",verified profile,defer_until_new_evidence,ic_packs/cro-369982/watch_note.md
LAWN RANGER LIMITED,23.1,23.1,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-345282/watch_note.md
40 DEGREES LIMITED,21.0,21.0,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-270945/watch_note.md
4D SOFTWARE LIMITED,21.0,21.0,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-406809/watch_note.md
A J D DEVELOPMENTS LIMITED,21.0,21.0,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-328171/watch_note.md
A.M. & D. HOLDINGS LIMITED,21.0,21.0,discard,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-217915/watch_note.md
Successful Pizza Business In North Dublin,19.9,41.9,watchlist_only,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-successful-pizza-business-in-north-dublin-dublin/watch_note.md
The Cappuccino Bar,19.9,41.9,watchlist_only,advertised_sale_listing,Dublin,Hospitality & Tourism,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-cappuccino-bar-dublin/watch_note.md
Coworking Master License Opportunity In Ireland,19.3,41.3,watchlist_only,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-coworking-master-license-opportunity-in-ireland-dublin/watch_note.md
5SRE 5 STAR REAL ESTATE LIMITED,18.4,40.4,watchlist_only,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-718110/watch_note.md
9TH IMPACT LIMITED,18.4,40.4,watchlist_only,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-552335/watch_note.md
Bonordic in Galway,18.4,40.4,watchlist_only,advertised_sale_listing,Galway,Retail & Consumer,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-bonordic-in-galway-galway/watch_note.md
Greenfeet Lawn Care Franchise in South Dublin,17.7,39.7,watchlist_only,advertised_sale_listing,Dublin,Business Services,Health Care Equipment & Services,live listing,defer_until_new_evidence,ic_packs/name-county-greenfeet-lawn-care-franchise-in-south-dublin-dublin/watch_note.md
Activewear Brand Online Business,17.3,39.3,watchlist_only,advertised_sale_listing,Dublin,Business Services,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-activewear-brand-online-business-dublin/watch_note.md
Established Pizzeria Killarney,17.3,39.3,watchlist_only,advertised_sale_listing,Galway,Hospitality & Tourism,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-established-pizzeria-killarney-galway/watch_note.md
Established Tyre Shop/Service Business,17.3,39.3,watchlist_only,advertised_sale_listing,Dublin,Automotive,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-established-tyre-shop-service-business-dublin/watch_note.md
Turnkey Hair Salon For Sale in Dublin 24,17.3,39.3,watchlist_only,advertised_sale_listing,Dublin,Retail & Consumer,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-turnkey-hair-salon-for-sale-in-dublin-24-dublin/watch_note.md
Commercial Kitchen And Food Production Facility,16.6,38.6,watchlist_only,advertised_sale_listing,Dublin,Business Services,"Food, Beverage & Tobacco",live listing,defer_until_new_evidence,ic_packs/name-county-commercial-kitchen-and-food-production-facility-dublin/watch_note.md
E-commerce Store l €1200PM Profits,16.6,38.6,watchlist_only,advertised_sale_listing,Dublin,Retail & Consumer,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-e-commerce-store-l-1200pm-profits-dublin/watch_note.md
"Exceptional Restaurant, Takeaway",16.6,38.6,watchlist_only,advertised_sale_listing,Dublin,Hospitality & Tourism,"Food, Beverage & Tobacco",live listing,defer_until_new_evidence,ic_packs/name-county-exceptional-restaurant-takeaway-dublin/watch_note.md
Woodford Garden Centre,16.6,38.6,watchlist_only,advertised_sale_listing,Galway,Retail & Consumer,Real Estate Management & Development,live listing,defer_until_new_evidence,ic_packs/name-county-woodford-garden-centre-galway/watch_note.md
GPS Device Franchise Opportunity,15.8,37.8,watchlist_only,advertised_sale_listing,Ireland,Transport & Logistics,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-gps-device-franchise-opportunity-ireland/watch_note.md
A & S ROOFING & FLOORING LIMITED,15.0,37.0,watchlist_only,operating_sme,Galway,Construction Services,Capital Goods & Commercial Services,verified profile,defer_until_new_evidence,ic_packs/cro-89969/watch_note.md
A B P MANUFACTURING MACHINERY LIMITED,15.0,37.0,watchlist_only,operating_sme,Galway,Manufacturing,Capital Goods & Commercial Services,verified profile,defer_until_new_evidence,ic_packs/cro-463722/watch_note.md
A.1. BUILDERS LIMITED,15.0,37.0,watchlist_only,operating_sme,Galway,Construction Services,Capital Goods & Commercial Services,verified profile,defer_until_new_evidence,ic_packs/cro-129924/watch_note.md
Filling Stations,13.9,35.9,watchlist_only,advertised_sale_listing,Dublin,Retail & Consumer,Financial Services,live listing,defer_until_new_evidence,ic_packs/name-county-filling-stations-dublin/watch_note.md
Profitable And High Potential Natural Juices Business Ireland,13.9,35.9,watchlist_only,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-profitable-and-high-potential-natural-juices-business-ireland-dublin/watch_note.md
A.P. MCCARTHY PLANNING CONSULTANTS LIMITED,13.7,35.7,watchlist_only,operating_sme,Galway,Professional Services,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-328511/watch_note.md
A. M. S. ENGINEERING COMPANY LIMITED,12.3,34.3,watchlist_only,operating_sme,Galway,Engineering,Capital Goods & Commercial Services,verified profile,defer_until_new_evidence,ic_packs/cro-28525/watch_note.md
Surveillance Device Sales Partner Opportunity,11.6,33.6,watchlist_only,advertised_sale_listing,Ireland,Hospitality & Tourism,Software & Services,live listing,defer_until_new_evidence,ic_packs/name-county-surveillance-device-sales-partner-opportunity-ireland/watch_note.md
A & D; ADVERTISING AND DESIGN CONSULTANTS LIMITED,11.0,33.0,watchlist_only,operating_sme,Galway,Professional Services,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-234849/watch_note.md
A LEONARD MANAGEMENT & CONSULTING LIMITED,11.0,33.0,watchlist_only,operating_sme,Galway,Professional Services,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-481667/watch_note.md
GROUNDSOURCE LIMITED,10.1,32.1,watchlist_only,operating_sme,Galway,facilities,Capital Goods & Commercial Services,verified profile,defer_until_new_evidence,ic_packs/cro-385921/watch_note.md
KD ECO+ Laminates - Services Franchise in Dublin,9.7,31.7,watchlist_only,advertised_sale_listing,Dublin,Business Services,Health Care Equipment & Services,live listing,defer_until_new_evidence,ic_packs/name-county-kd-eco-laminates-services-franchise-in-dublin-dublin/watch_note.md
KD ECO+ Laminates - Services Franchise in Galway,9.7,31.7,watchlist_only,advertised_sale_listing,Galway,Business Services,Health Care Equipment & Services,live listing,defer_until_new_evidence,ic_packs/name-county-kd-eco-laminates-services-franchise-in-galway-galway/watch_note.md
A.E.D. SECURITY INSTALLATIONS LIMITED,8.4,30.4,watchlist_only,operating_sme,Galway,Facilities Services,Capital Goods & Commercial Services,verified profile,defer_until_new_evidence,ic_packs/cro-359827/watch_note.md
"High End Pizza Franchise - Only €5,000",7.6,29.6,watchlist_only,advertised_sale_listing,Dublin,Hospitality & Tourism,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-high-end-pizza-franchise-only-5-000-dublin/watch_note.md
Gym Franchise Opportunity,7.2,29.2,watchlist_only,advertised_sale_listing,Ireland,Business Services,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-gym-franchise-opportunity-ireland/watch_note.md
Best.Energy - Energy Monitoring Franchise in Dublin,7.0,29.0,watchlist_only,advertised_sale_listing,Dublin,Business Services,Energy,live listing,defer_until_new_evidence,ic_packs/name-county-best-energy-energy-monitoring-franchise-in-dublin-dublin/watch_note.md
Franchise Pizzeria Restaurant l 3 Bed Apartment Galway,6.7,28.7,watchlist_only,advertised_sale_listing,Galway,Hospitality & Tourism,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-franchise-pizzeria-restaurant-l-3-bed-apartment-galway-galway/watch_note.md
(NEW AGE OFFICE FURNITURE LIMITED) TROSCAN OIFIGE NA H'AOISE NUA TEORANTA,6.4,28.4,watchlist_only,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-154946/watch_note.md
Multi-Site Fitness Franchise Portfolio – Ireland,5.0,27.0,watchlist_only,advertised_sale_listing,Dublin,Business Services,Software & Services,live listing,defer_until_new_evidence,ic_packs/name-county-multi-site-fitness-franchise-portfolio-ireland-dublin/watch_note.md
Evoglide Automotive Franchise in Dublin,4.3,26.3,watchlist_only,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-evoglide-automotive-franchise-in-dublin-dublin/watch_note.md
Four Star Pizza in Balbriggan,4.3,26.3,watchlist_only,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-four-star-pizza-in-balbriggan-dublin/watch_note.md
Gecko Hospitality Recruitment Franchise in Dublin,4.3,26.3,watchlist_only,advertised_sale_listing,Dublin,Business Services,Software & Services,live listing,defer_until_new_evidence,ic_packs/name-county-gecko-hospitality-recruitment-franchise-in-dublin-dublin/watch_note.md
Signarama International Master Franchise Opportunities,4.3,26.3,watchlist_only,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-signarama-international-master-franchise-opportunities-dublin/watch_note.md
Specialist Glass Repairs - Glass & Acrylic Repair Franchise in Dublin,4.3,26.3,watchlist_only,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-specialist-glass-repairs-glass-acrylic-repair-franchise-in-dublin-dublin/watch_note.md
WeddingBox Event Planning Franchise in Dublin,4.3,26.3,watchlist_only,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-weddingbox-event-planning-franchise-in-dublin-dublin/watch_note.md
GARDEN GREEN ENERGY LIMITED,3.8,25.8,watchlist_only,operating_sme,Galway,,"Food, Beverage & Tobacco",verified profile,defer_until_new_evidence,ic_packs/cro-463334/watch_note.md
